order_id,account_id,bank_to,account_to,amount,k_symbol
34056,3141,OP,82784348,1087.0,LEASING
34057,3141,QR,83041977,9905.0,SIPO
34100,3169,YZ,57548916,836.0,SIPO
34101,3169,OP,67546647,6674.0, 
34111,3178,EF,10611677,1665.0,SIPO
34112,3178,OP,35352593,287.0, 
34119,3184,OP,29959482,3410.0,SIPO
34120,3185,AB,90867876,6404.0,SIPO
34121,3185,ST,46145159,2041.0, 
34152,3209,QR,59829372,5659.0,SIPO
34154,3211,WX,11110592,2012.0,SIPO
34188,3229,QR,63988697,3252.2,UVER
34189,3229,YZ,97103529,6828.0,SIPO
34190,3229,WX,5108792,6411.0, 
34203,3240,WX,70950943,1951.3,LEASING
34204,3240,UV,58338659,5110.0,SIPO
34205,3240,YZ,77722441,21.0, 
34206,3240,OP,47667419,298.0,POJISTNE
34219,3249,YZ,65147852,8197.0,SIPO
34220,3249,GH,63599234,5677.0,UVER
34231,3258,IJ,40508979,1646.0,LEASING
34232,3258,IJ,52715402,8565.0,SIPO
34233,3258,GH,98635321,213.0, 
34240,3262,IJ,79490107,8340.0,SIPO
34249,3269,GH,47857588,1951.3,LEASING
34251,3271,CD,83911329,2527.0,SIPO
34268,3284,MN,95121895,4872.0,SIPO
34271,3287,AB,77842962,6968.0,SIPO
34277,3293,AB,78677373,7668.7,UVER
34278,3293,MN,12542009,3231.0,SIPO
34279,3293,EF,86246293,567.0, 
34280,3293,WX,16846144,58.0,POJISTNE
34281,3293,CD,46667754,221.0, 
34309,3312,MN,34514337,813.0,SIPO
34310,3312,MN,91536551,789.0, 
34311,3312,AB,79964786,330.0,POJISTNE
34312,3312,MN,21088898,32.0, 
34322,3319,AB,20696419,66.0,SIPO
34323,3319,UV,77133154,2154.0, 
34334,3330,IJ,47722655,3651.7,LEASING
34335,3330,AB,93315863,5713.0,SIPO
34338,3335,IJ,89511143,2170.0,SIPO
34342,3339,YZ,87395226,3354.0,SIPO
34368,3355,OP,52532029,2575.0,SIPO
34375,3359,MN,58614808,2038.0,SIPO
34378,3362,UV,25993234,7294.0,SIPO
34385,3366,UV,81127321,3964.0,SIPO
34386,3366,GH,24337905,1608.0, 
34427,3399,ST,23485142,4748.0,SIPO
34428,3399,OP,54617005,784.0, 
34429,3399,WX,61551862,261.0,POJISTNE
34430,3399,OP,58814012,1753.0, 
34440,3409,QR,37438416,3167.0,SIPO
34467,3422,CD,16984451,9212.0,SIPO
34481,3431,QR,92135792,8649.0,SIPO
34482,3432,QR,78206079,2734.0,SIPO
34502,3448,AB,16375589,2860.7,UVER
34508,3456,YZ,52054703,1500.0,SIPO
34520,3465,EF,47699880,4543.0,SIPO
34559,3483,ST,56916624,2173.0,SIPO
34568,3489,YZ,33276313,3373.0,SIPO
34569,3489,ST,2520353,1837.0,UVER
34575,3493,WX,38925045,2277.0,SIPO
34577,3495,UV,9359574,5079.0,SIPO
34620,3540,UV,51321852,2565.0,SIPO
34623,3543,WX,77653699,2094.0,SIPO
34645,3557,QR,45131135,2262.0,SIPO
34651,3561,AB,87848221,1789.0,SIPO
34666,3572,GH,82395380,2964.0,SIPO
34678,3582,MN,35781991,1961.0,SIPO
34694,3595,CD,30129873,7868.0,SIPO
34701,3603,UV,31472325,7883.0,SIPO
34703,3605,AB,77193778,4410.0,SIPO
34704,3605,MN,2428693,269.0, 
34705,3605,OP,40185999,803.0,POJISTNE
34714,3610,IJ,97961097,1502.0,SIPO
34715,3610,MN,83137714,1133.0,SIPO
34735,3618,KL,91105961,8812.0,SIPO
34736,3618,CD,40253979,826.0, 
34741,3622,EF,48173946,9698.0,SIPO
34742,3622,YZ,19400376,2286.0, 
34745,3624,GH,76964914,11953.0,SIPO
34748,3626,ST,53192520,3068.0,SIPO
34749,3626,CD,85035067,5156.0, 
34764,3632,UV,62396734,2544.0,LEASING
34765,3633,AB,84880846,7037.0,SIPO
34766,3633,AB,61292290,799.0, 
34770,3636,GH,45862406,40.0,SIPO
34771,3636,IJ,68396133,1731.0, 
34772,3636,EF,19441080,4744.0,POJISTNE
34789,3648,YZ,23132455,1812.0,SIPO
34790,3648,ST,57323801,640.0, 
34791,3648,QR,19181388,17.0,POJISTNE
34799,3654,QR,71955466,6946.0,SIPO
34804,3659,WX,60077226,1672.0,SIPO
34805,3659,AB,66256487,2862.0, 
34806,3659,ST,66483676,2205.0,POJISTNE
34807,3659,ST,8070820,955.0, 
34809,3663,OP,84084528,7862.0,SIPO
34816,3667,GH,41246616,2975.0,SIPO
34824,3673,MN,41758221,1939.0,SIPO
34825,3674,EF,94948046,1968.7,UVER
34826,3674,EF,25279706,9503.0,SIPO
34831,3678,CD,68775540,5269.0,UVER
34844,3689,WX,69802808,4609.9,LEASING
34855,3699,WX,57787090,7085.0,SIPO
34887,3726,MN,64175748,6785.0,SIPO
34888,3726,WX,41449713,2588.0, 
34906,3741,QR,55627053,4228.0,SIPO
34933,3754,GH,72773557,2856.0,UVER
34934,3754,YZ,10911417,3976.0,SIPO
34935,3754,OP,52597421,1184.0, 
34936,3754,MN,55045568,913.0,POJISTNE
34937,3754,UV,27539909,900.0, 
34940,3756,YZ,82284283,9023.0,SIPO
34961,3770,YZ,32996630,9060.0,SIPO
34962,3771,IJ,77776777,1152.0,LEASING
34964,3773,MN,19248593,3146.0,SIPO
34984,3783,WX,49779665,3041.0,SIPO
34996,3794,KL,83359801,4536.0,SIPO
35006,3800,AB,68339317,1294.0,SIPO
35007,3800,OP,90384268,3634.0, 
35023,3810,KL,25770914,2862.0,SIPO
35026,3813,EF,81887119,5645.0,SIPO
35027,3813,KL,81905740,895.0, 
35028,3813,EF,20648479,333.0,POJISTNE
35038,3826,GH,788856,4518.0,SIPO
35044,3830,EF,9319293,5498.0,SIPO
35046,3832,IJ,97227751,160.0,SIPO
35047,3832,UV,41750305,4176.0, 
35134,3885,GH,4249543,1176.0,LEASING
35138,3890,MN,11023718,5467.0,SIPO
35139,3891,GH,80522375,3172.0,SIPO
35181,3918,ST,11387104,4865.0,SIPO
35186,3925,WX,61645322,4256.0,SIPO
35187,3925,OP,25474483,2247.0, 
35200,3935,WX,62539005,1184.0,LEASING
35201,3935,MN,30181229,2648.0,SIPO
35202,3935,GH,11549193,5908.0, 
35203,3935,YZ,3849626,652.0,POJISTNE
35204,3935,MN,46342325,1070.0, 
35211,3941,MN,7649010,1510.0,SIPO
35212,3941,WX,13397574,599.0, 
35215,3943,YZ,50228506,1942.0,SIPO
35216,3944,QR,78422194,1165.0,SIPO
35217,3944,EF,65107047,3338.0, 
35248,3971,KL,30010575,9510.0,SIPO
35249,3971,UV,54464662,1026.0, 
35250,3971,WX,30132991,857.0,POJISTNE
35251,3971,MN,55104500,402.0, 
35255,3974,QR,35360241,4670.0,SIPO
35269,3982,OP,15246630,2153.0,SIPO
35270,3984,AB,94890266,1803.0,SIPO
35277,3990,YZ,18163431,10312.0,SIPO
35291,4003,OP,382733,3815.5,LEASING
35292,4003,YZ,76160329,3786.0,SIPO
35303,4013,MN,22217119,1003.0,LEASING
35304,4013,EF,83890586,6686.0,SIPO
35317,4026,ST,76516663,2620.4,LEASING
35318,4026,IJ,95854043,2618.0,SIPO
35319,4026,QR,60125994,9711.0, 
35462,4116,MN,92376952,4200.2,UVER
35463,4116,IJ,69320016,14448.0,SIPO
35690,4273,QR,39798104,2895.2,LEASING
35691,4273,UV,91834884,9909.0,SIPO
35763,4330,KL,9958225,4609.6,LEASING
35764,4330,CD,5012721,4140.0,SIPO
35765,4330,OP,83009093,1786.0, 
35767,4332,WX,43657523,4609.6,LEASING
35768,4332,GH,21178984,7885.0,SIPO
35796,4356,AB,75449079,1003.0,LEASING
35802,4361,AB,55740487,7512.7,UVER
36008,4503,YZ,21099597,2819.8,UVER
36066,4550,IJ,71980470,1113.0,SIPO
36067,4550,EF,95971029,1607.0, 
36068,4550,ST,19181561,424.0,POJISTNE
36069,4550,WX,30900681,1022.0,UVER
36189,4631,KL,39618468,3647.0,UVER
36230,4660,QR,35342312,4456.0,UVER
36231,4660,QR,85892647,2121.0,SIPO
36232,4660,UV,85081994,475.0, 
36233,4660,MN,76798975,437.0,POJISTNE
36325,4715,AB,94525420,4049.0,UVER
36378,4753,UV,96378469,1271.0,LEASING
36665,4937,ST,47568672,5996.2,UVER
36666,4937,OP,13841212,2687.0,SIPO
36667,4937,OP,43502605,800.0, 
36681,4949,WX,44724160,6039.8,UVER
36709,4969,ST,80888122,2502.8,UVER
36710,4969,UV,87679707,8309.0,SIPO
36711,4969,AB,94635641,610.0, 
36946,5126,YZ,63854801,4208.0,SIPO
36947,5126,GH,96935939,424.0,UVER
37173,5267,MN,56727522,5388.5,UVER
37238,5305,MN,81407129,5011.2,UVER
37323,5362,OP,24749118,4226.3,UVER
37324,5362,UV,18269801,6413.0,SIPO
37325,5362,IJ,23946857,7962.0, 
37516,5477,UV,48098021,7279.3,UVER
37517,5477,UV,40210610,6342.0,SIPO
37520,5481,IJ,17114121,4358.0,UVER
37706,5593,GH,67515390,3697.8,UVER
37707,5593,EF,48020237,6049.0,SIPO
37755,5632,ST,84198254,4760.0,UVER
37782,5650,EF,10689866,4108.3,UVER
37783,5650,GH,29767215,10530.0,SIPO
37912,5740,OP,3078049,2907.0,LEASING
37937,5758,KL,97891717,5700.7,UVER
37938,5758,IJ,690603,3063.0,SIPO
37939,5758,WX,15063757,3203.0, 
37940,5758,UV,75170343,7996.0,POJISTNE
38091,5868,CD,64549314,1762.0,LEASING
38263,5991,UV,6799704,1978.0,SIPO
38264,5991,KL,83801996,4235.0, 
38265,5991,MN,49866914,1272.0,UVER
38359,6051,AB,22275466,7685.0,UVER
38375,6062,OP,96754401,5356.0,UVER
38376,6062,KL,65052980,10608.0,SIPO
38694,6265,WX,43599933,3639.5,UVER
38695,6265,EF,11553663,7274.0,SIPO
38955,6453,MN,92548077,1514.0,SIPO
38956,6453,KL,17806643,695.0, 
38957,6453,EF,98467659,541.0,POJISTNE
38958,6453,KL,10349285,304.0,UVER
38983,6473,KL,93282901,6408.8,UVER
39032,6510,EF,50882208,3207.8,UVER
39151,6592,QR,62818646,6510.7,UVER
39152,6592,QR,16516280,10755.0,SIPO
39648,6924,UV,50566107,4059.5,UVER
39649,6924,CD,76091629,4585.0,SIPO
39994,7136,ST,16474801,2059.0,UVER
39995,7136,ST,35699868,1080.0,SIPO
39996,7136,UV,45092648,2235.0, 
39997,7136,AB,13272279,547.0,POJISTNE
40034,7156,MN,60879224,2062.0,UVER
40065,7176,KL,12137484,6110.0,SIPO
40066,7176,CD,11141997,3399.0,UVER
40071,7180,YZ,5624032,4156.5,UVER
40072,7180,ST,71244883,8089.0,SIPO
40084,7184,GH,64944064,3434.0,SIPO
40085,7184,AB,5196965,1879.0, 
40086,7184,QR,43513906,691.0,POJISTNE
40087,7184,EF,15510481,276.0, 
40088,7184,AB,95096921,6485.0,UVER
40429,7465,ST,28778660,1060.6,LEASING
40430,7465,ST,29852605,1391.0,SIPO
40431,7465,CD,49864357,2850.0, 
40432,7465,OP,112665,302.0,POJISTNE
40433,7465,MN,72408258,2527.0, 
40524,7523,QR,92478555,8013.0,UVER
40705,7637,GH,40997958,9397.0,SIPO
40706,7637,YZ,40161162,8127.0,UVER
40883,7753,GH,62899923,2153.8,UVER
41276,7997,ST,41260135,6694.2,UVER
41339,8041,UV,52271634,3900.5,UVER
41501,8149,IJ,85080247,4190.3,UVER
42625,8926,ST,35869842,3912.0,SIPO
42626,8926,WX,2699643,2693.0, 
42627,8926,MN,94917398,1142.0,POJISTNE
42628,8926,UV,49839079,25.0, 
42629,8926,CD,21242875,9444.0,UVER
42674,8957,IJ,80486869,1209.4,LEASING
42697,8972,EF,61556398,4719.0,SIPO
42698,8972,YZ,5877823,2056.0, 
42699,8972,CD,75504857,938.0,UVER
42976,9159,EF,35698783,6869.0,SIPO
42977,9159,QR,61719810,1847.0, 
42978,9159,YZ,78505074,253.0,POJISTNE
42979,9159,IJ,98776262,316.0, 
42980,9159,ST,70977645,1450.0,UVER
43069,9236,YZ,16537583,2239.0,SIPO
43070,9236,AB,10692495,2276.0, 
43071,9236,KL,67995285,7218.0,UVER
43083,9242,IJ,54940307,1932.0,UVER
43228,9337,CD,56037777,2172.0,UVER
43294,9377,QR,64104062,4164.0,UVER
43295,9377,QR,54912304,2758.0,SIPO
43296,9377,AB,52341222,3983.0, 
43436,9472,AB,21299124,3033.0,UVER
43437,9472,KL,17279625,5119.0,SIPO
43821,9730,WX,53964394,258.0,SIPO
43822,9730,AB,9366584,4764.0, 
43823,9730,WX,82324945,1934.0,UVER
43824,9731,IJ,58578437,3160.7,UVER
43825,9731,AB,50025022,4967.0,SIPO
43826,9731,OP,14137328,1320.0, 
44070,9897,IJ,58063542,3013.5,UVER
44071,9897,ST,84057002,1507.0,SIPO
44072,9897,IJ,22879386,4339.0, 
44073,9897,YZ,57870101,6953.0,POJISTNE
44297,10049,CD,7603472,1609.0,SIPO
44298,10049,ST,95437645,1281.0, 
44299,10049,GH,45261365,7636.0,UVER
44321,10063,UV,42204785,6483.7,UVER
44322,10063,GH,12242025,90.0,SIPO
44323,10063,UV,1152956,7601.0, 
44324,10063,YZ,79726081,2746.0,POJISTNE
44325,10063,ST,68336278,1326.0, 
44373,10105,OP,27668351,5079.0,UVER
44523,10202,AB,31367302,6363.3,UVER
44524,10202,QR,56383961,1281.0,SIPO
44525,10202,CD,86462396,4880.0, 
44698,10320,KL,11919367,4328.8,UVER
44699,10320,KL,6873333,12414.0,SIPO
44923,10451,CD,58286762,2439.0,SIPO
44924,10451,QR,73621487,4653.0, 
44925,10451,MN,92217593,689.0,POJISTNE
44926,10451,YZ,10042131,8049.0,UVER
45167,10613,MN,57666522,5204.2,UVER
45363,10738,UV,56781524,3221.5,UVER
45364,10738,CD,73939931,186.0,SIPO
45365,10738,CD,41088736,8042.0, 
45417,10774,AB,56546854,3728.0,SIPO
45418,10774,QR,93903570,7066.0,UVER
45433,10788,EF,82111698,3813.7,UVER
45448,10799,UV,80825555,519.0,UVER
45717,10973,OP,88414823,3216.7,UVER
45974,11138,YZ,73215025,3744.7,UVER
45978,11141,QR,68096905,3744.7,UVER
46258,11317,CD,66904526,5290.8,UVER
46259,11317,KL,72136521,3849.0,SIPO
46260,11317,YZ,43205881,2784.0, 
